731.761728,1011.735552,279.97382400000004,coldMitigation_node_285771d2-e2e2-4c0a-b4a3-5f51d9492307,function.js,warm,node
9353.302614,9625.212403,271.90978899999936,coldMitigation_node_6882b495-7292-44c7-9303-7dcd34f3496d,function.js,cold,node
9703.828036,10043.189496,339.3614600000001,coldMitigation_node_52a10080-fe84-40d3-96b9-8ec3f247a2ba,function.js,cold,node
635.976219,860.451932,224.47571300000004,coldMitigation_node_6b71bc9d-5963-49ac-aa10-4b94fc3cc016,function.js,warm,node
5277.846737,5509.621999,231.7752620000001,coldMitigation_node_8fceff23-f130-44d7-bdbb-1262b9fdf3ce,function.js,cold,node
6784.071848,7080.817539,296.7456910000001,coldMitigation_node_3fce2b8d-b47f-453c-8abe-00609fd5041b,function.js,cold,node
7080.890326,7376.717967,295.82764099999986,coldMitigation_node_e7cd8f44-d80e-413b-bb6f-b7d2bbb9e479,function.js,cold,node
5543.462956,5907.625569,364.1626129999995,coldMitigation_node_38666eb2-7cc1-4619-9553-a63e518d43b5,function.js,cold,node
5590.991687,5847.359016,256.3673290000006,coldMitigation_node_fcee2008-4173-4b37-9788-f0b6951b215d,function.js,cold,node
7043.217511,7294.909027,251.69151599999987,coldMitigation_node_59477526-7744-42f7-982f-9179141980d7,function.js,cold,node
6476.577893,6955.232052,478.6541590000006,coldMitigation_node_871e32c0-db9b-476e-9c72-97bdd29e5e96,function.js,cold,node
4962.209632,5207.698531,245.48889899999995,coldMitigation_node_0aeb9479-ef3b-4276-82c0-4ef0d4f82bd3,function.js,cold,node
750.488979,1092.001751,341.51277200000004,coldMitigation_node_e17f879e-c940-41e4-85cc-d086adcbc153,function.js,warm,node
