d_t,app,func,end_timestamp,duration,st_tsp,date,counter,wait_delay
2021-02-04 14:01:16.605407887,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396077.800407887,1.195,396076.605407887,2021-02-04 14:01:16.605407887,241,1361
2021-02-04 14:01:17.903253105,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396079.225253105,1.322,396077.903253105,2021-02-04 14:01:17.903253105,242,1298
2021-02-04 14:01:18.928449013,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396079.35144901293,0.423,396078.9284490129,2021-02-04 14:01:18.928449013,243,1025
2021-02-04 14:01:19.371840071,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396079.597840071,0.226,396079.371840071,2021-02-04 14:01:19.371840071,244,443
2021-02-04 14:01:19.724607916,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396080.254607916,0.53,396079.72460791597,2021-02-04 14:01:19.724607916,245,353
2021-02-04 14:01:20.425683882,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396080.673683882,0.248,396080.425683882,2021-02-04 14:01:20.425683882,246,701
2021-02-04 14:01:20.822765945,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396080.99876594497,0.176,396080.822765945,2021-02-04 14:01:20.822765945,247,397
2021-02-04 14:01:21.128731960,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396081.55973196,0.431,396081.12873196,2021-02-04 14:01:21.128731960,248,306
2021-02-04 14:01:21.414888926,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396082.719888926,1.305,396081.414888926,2021-02-04 14:01:21.414888926,249,286
2021-02-04 14:01:22.408213066,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396082.409213066,0.001,396082.408213066,2021-02-04 14:01:22.408213066,250,993
2021-02-04 14:01:23.782401989,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396084.309401989,0.527,396083.782401989,2021-02-04 14:01:23.782401989,251,1374
2021-02-04 14:01:24.399269896,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396084.569269896,0.17,396084.39926989604,2021-02-04 14:01:24.399269896,252,617
2021-02-04 14:01:25.486834019,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396086.743834019,1.257,396085.486834019,2021-02-04 14:01:25.486834019,253,1088
2021-02-04 14:01:26.429819910,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396087.48781991,1.058,396086.42981991,2021-02-04 14:01:26.429819910,254,943
2021-02-04 14:01:27.410846048,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396087.804846048,0.394,396087.41084604803,2021-02-04 14:01:27.410846048,255,981
2021-02-04 14:01:28.025144962,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396089.796144962,1.771,396088.025144962,2021-02-04 14:01:28.025144962,256,614
2021-02-04 14:01:29.831620882,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396092.858620882,3.027,396089.831620882,2021-02-04 14:01:29.831620882,257,1806
2021-02-04 14:01:31.175869989,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396091.875869989,0.7,396091.175869989,2021-02-04 14:01:31.175869989,258,1344
2021-02-04 14:01:32.543912882,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396092.724912882,0.181,396092.54391288204,2021-02-04 14:01:32.543912882,259,1368
2021-02-04 14:01:36.185991930,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396096.18699193,0.001,396096.18599193,2021-02-04 14:01:36.185991930,260,3642
2021-02-04 14:01:38.232846956,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396098.877846956,0.645,396098.232846956,2021-02-04 14:01:38.232846956,261,2047
2021-02-04 14:01:39.776575016,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396099.777575016,0.001,396099.77657501603,2021-02-04 14:01:39.776575016,262,1544
2021-02-04 14:01:41.212049923,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396102.37704992306,1.165,396101.2120499231,2021-02-04 14:01:41.212049923,263,1435
2021-02-04 14:01:42.250943081,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396105.008943081,2.758,396102.25094308105,2021-02-04 14:01:42.250943081,264,1039
2021-02-04 14:01:43.021101063,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396103.678101063,0.657,396103.021101063,2021-02-04 14:01:43.021101063,265,770
2021-02-04 14:01:44.275148088,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396105.368148088,1.093,396104.275148088,2021-02-04 14:01:44.275148088,266,1254
2021-02-04 14:01:45.119641018,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396105.919641018,0.8,396105.119641018,2021-02-04 14:01:45.119641018,267,844
2021-02-04 14:01:46.030360014,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396107.148360014,1.118,396106.030360014,2021-02-04 14:01:46.030360014,268,911
2021-02-04 14:01:47.675586973,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396109.089586973,1.414,396107.675586973,2021-02-04 14:01:47.675586973,269,1645
2021-02-04 14:01:49.160823080,70b9cea7ca266637479483f517194c402dfe99b5fc2357e6ebac5e715c9a34a2,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396109.33882308,0.178,396109.16082308,2021-02-04 14:01:49.160823080,270,1485
2021-02-04 14:01:58.393783020,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396118.39478302,0.001,396118.39378302003,2021-02-04 14:01:58.393783020,271,9233
2021-02-04 14:02:09.227104042,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396129.229104042,0.002,396129.227104042,2021-02-04 14:02:09.227104042,272,10833
2021-02-04 14:02:43.951622891,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396163.952622891,0.001,396163.951622891,2021-02-04 14:02:43.951622891,273,34725
2021-02-04 14:02:51.675207066,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396171.676207066,0.001,396171.675207066,2021-02-04 14:02:51.675207066,274,7724
2021-02-04 14:03:01.730009960,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396181.73100996,0.001,396181.73000996,2021-02-04 14:03:01.730009960,275,10055
2021-02-04 14:03:18.528922009,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396198.529922009,0.001,396198.528922009,2021-02-04 14:03:18.528922009,276,16799
2021-02-04 14:03:57.491508888,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396237.492508888,0.001,396237.491508888,2021-02-04 14:03:57.491508888,277,38963
2021-02-04 14:04:10.535982060,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396250.53698206,0.001,396250.53598206,2021-02-04 14:04:10.535982060,278,13044
2021-02-04 14:04:19.508648085,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396259.50964808493,0.001,396259.50864808494,2021-02-04 14:04:19.508648085,279,8973
2021-02-04 14:04:40.043238091,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396280.044238091,0.001,396280.043238091,2021-02-04 14:04:40.043238091,280,20535
2021-02-04 14:04:49.803876089,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396289.804876089,0.001,396289.803876089,2021-02-04 14:04:49.803876089,281,9761
2021-02-04 14:05:32.409367966,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396332.410367966,0.001,396332.409367966,2021-02-04 14:05:32.409367966,282,42605
2021-02-04 14:06:00.030475960,f7bfe5bc8d2a37a5c15986fbfc2c477a746e866adcb9663f9df7535b61c3eb9b,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396360.17047596,0.14,396360.03047596,2021-02-04 14:06:00.030475960,283,27621
2021-02-04 14:07:32.219078945,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396452.220078945,0.001,396452.219078945,2021-02-04 14:07:32.219078945,284,92189
2021-02-04 14:08:45.131627009,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396525.13262701,0.001,396525.13162701,2021-02-04 14:08:45.131627009,285,72913
2021-02-04 14:09:05.725752996,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396545.726752996,0.001,396545.725752996,2021-02-04 14:09:05.725752996,286,20594
2021-02-04 14:09:17.426191973,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396557.42719197297,0.001,396557.426191973,2021-02-04 14:09:17.426191973,287,11700
2021-02-04 14:09:28.391986059,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396568.392986059,0.001,396568.391986059,2021-02-04 14:09:28.391986059,288,10966
2021-02-04 14:09:38.004836010,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396578.00583601,0.001,396578.00483601,2021-02-04 14:09:38.004836010,289,9613
2021-02-04 14:09:49.327165054,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396589.328165054,0.001,396589.327165054,2021-02-04 14:09:49.327165054,290,11322
2021-02-04 14:11:37.465078997,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396697.46607899695,0.001,396697.46507899696,2021-02-04 14:11:37.465078997,291,108138
2021-02-04 14:11:50.424335884,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396710.425335884,0.001,396710.424335884,2021-02-04 14:11:50.424335884,292,12959
2021-02-04 14:12:00.017352888,f7bfe5bc8d2a37a5c15986fbfc2c477a746e866adcb9663f9df7535b61c3eb9b,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396720.095352888,0.078,396720.017352888,2021-02-04 14:12:00.017352888,293,9593
2021-02-04 14:12:12.350619959,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396732.351619959,0.001,396732.350619959,2021-02-04 14:12:12.350619959,294,12333
2021-02-04 14:12:22.655444073,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396742.656444073,0.001,396742.655444073,2021-02-04 14:12:22.655444073,295,10305
2021-02-04 14:12:36.515032934,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396756.516032934,0.001,396756.515032934,2021-02-04 14:12:36.515032934,296,13860
2021-02-04 14:12:47.080639051,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396767.08163905103,0.001,396767.08063905104,2021-02-04 14:12:47.080639051,297,10566
2021-02-04 14:14:01.002674030,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396841.00367403,0.001,396841.00267403,2021-02-04 14:14:01.002674030,298,73922
2021-02-04 14:14:08.297789024,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396848.298789024,0.001,396848.297789024,2021-02-04 14:14:08.297789024,299,7295
2021-02-04 14:14:17.528242039,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396857.529242039,0.001,396857.528242039,2021-02-04 14:14:17.528242039,300,9230
2021-02-04 14:14:32.917225050,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396872.91822505,0.001,396872.91722505,2021-02-04 14:14:32.917225050,301,15389
2021-02-04 14:14:42.579585003,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396882.580585003,0.001,396882.579585003,2021-02-04 14:14:42.579585003,302,9662
2021-02-04 14:14:53.715630936,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396893.716630936,0.001,396893.715630936,2021-02-04 14:14:53.715630936,303,11136
2021-02-04 14:15:00.017886984,85479ef37b5dc75dd5aeca3bab499129b97a134dac5d740d2c68941de9d63031,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396962.055886984,62.038,396900.017886984,2021-02-04 14:15:00.017886984,304,6302
2021-02-04 14:15:07.174462910,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396907.17946291,0.005,396907.17446291,2021-02-04 14:15:07.174462910,305,7157
2021-02-04 14:15:20.849328922,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396920.850328922,0.001,396920.849328922,2021-02-04 14:15:20.849328922,306,13675
2021-02-04 14:15:40.098992991,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396940.099992991,0.001,396940.098992991,2021-02-04 14:15:40.098992991,307,19250
2021-02-04 14:15:55.541026997,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396955.542026997,0.001,396955.54102699703,2021-02-04 14:15:55.541026997,308,15442
2021-02-04 14:16:11.072721045,938e7f49544b3293cd6cc7ec3e63e1751085cf5cb6a004dcc9e94543934f607b,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396971.18072104495,0.108,396971.07272104494,2021-02-04 14:16:11.072721045,309,15532
2021-02-04 14:16:22.552243036,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396982.558243036,0.006,396982.552243036,2021-02-04 14:16:22.552243036,310,11480
2021-02-04 14:16:33.507675098,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,396993.508675098,0.001,396993.507675098,2021-02-04 14:16:33.507675098,311,10955
2021-02-04 14:17:14.314869093,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397034.31586909294,0.001,397034.31486909295,2021-02-04 14:17:14.314869093,312,40807
2021-02-04 14:17:25.113850044,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397045.114850044,0.001,397045.113850044,2021-02-04 14:17:25.113850044,313,10799
2021-02-04 14:17:41.407458948,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397061.408458948,0.001,397061.40745894803,2021-02-04 14:17:41.407458948,314,16294
2021-02-04 14:18:35.917282986,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397115.918282986,0.001,397115.917282986,2021-02-04 14:18:35.917282986,315,54510
2021-02-04 14:18:46.509246992,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397126.510246992,0.001,397126.509246992,2021-02-04 14:18:46.509246992,316,10592
2021-02-04 14:18:59.011474060,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397139.01247406,0.001,397139.01147406,2021-02-04 14:18:59.011474060,317,12502
2021-02-04 14:19:05.026565002,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397145.027565002,0.001,397145.026565002,2021-02-04 14:19:05.026565002,318,6015
2021-02-04 14:19:16.406511950,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397156.40751195,0.001,397156.40651195,2021-02-04 14:19:16.406511950,319,11380
2021-02-04 14:19:26.657175945,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397166.658175945,0.001,397166.657175945,2021-02-04 14:19:26.657175945,320,10251
2021-02-04 14:20:00.019493067,734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397200.582493067,0.563,397200.019493067,2021-02-04 14:20:00.019493067,321,33362
2021-02-04 14:20:17.811382937,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397217.812382937,0.001,397217.811382937,2021-02-04 14:20:17.811382937,322,17792
2021-02-04 14:20:26.019884991,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397226.020884991,0.001,397226.019884991,2021-02-04 14:20:26.019884991,323,8209
2021-02-04 14:20:37.215082096,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397237.216082096,0.001,397237.215082096,2021-02-04 14:20:37.215082096,324,11195
2021-02-04 14:20:51.416014952,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397251.422014952,0.006,397251.416014952,2021-02-04 14:20:51.416014952,325,14201
2021-02-04 14:21:27.114242004,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397287.115242004,0.001,397287.114242004,2021-02-04 14:21:27.114242004,326,35698
2021-02-04 14:22:03.398585009,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397323.399585009,0.001,397323.39858500904,2021-02-04 14:22:03.398585009,327,36284
2021-02-04 14:24:13.195214914,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397453.196214914,0.001,397453.195214914,2021-02-04 14:24:13.195214914,328,129797
2021-02-04 14:24:27.044650005,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397467.04565000493,0.001,397467.04465000494,2021-02-04 14:24:27.044650005,329,13849
2021-02-04 14:24:38.873576092,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397478.874576092,0.001,397478.873576092,2021-02-04 14:24:38.873576092,330,11829
2021-02-04 14:24:51.555615114,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397491.556615114,0.001,397491.555615114,2021-02-04 14:24:51.555615114,331,12682
2021-02-04 14:25:00.015006937,8edcb2c8634528c66b062785169a74c209201e03e0d53c932775acabec4bf702,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397511.901006937,11.886,397500.015006937,2021-02-04 14:25:00.015006937,332,8459
2021-02-04 14:25:37.773564981,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397537.77456498094,0.001,397537.77356498095,2021-02-04 14:25:37.773564981,333,37759
2021-02-04 14:25:48.442155050,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397548.44315505,0.001,397548.44215505,2021-02-04 14:25:48.442155050,334,10669
2021-02-04 14:25:58.075050997,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397558.076050997,0.001,397558.075050997,2021-02-04 14:25:58.075050997,335,9633
2021-02-04 14:26:14.307155060,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397574.30815506,0.001,397574.30715506,2021-02-04 14:26:14.307155060,336,16232
2021-02-04 14:28:47.033104903,17c37a0fdd5d1932b755c0e6447137bc08fd524f455e14fdac414f584de08dc5,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397727.125104904,0.092,397727.033104904,2021-02-04 14:28:47.033104903,337,152726
2021-02-04 14:29:28.608009028,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397768.609009028,0.001,397768.608009028,2021-02-04 14:29:28.608009028,338,41575
2021-02-04 14:29:40.732649015,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397780.733649015,0.001,397780.73264901503,2021-02-04 14:29:40.732649015,339,12125
2021-02-04 14:30:00.021736912,85479ef37b5dc75dd5aeca3bab499129b97a134dac5d740d2c68941de9d63031,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397862.392736912,62.371,397800.021736912,2021-02-04 14:30:00.021736912,340,19289
2021-02-04 14:30:04.045360970,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,397804.04636097,0.001,397804.04536097,2021-02-04 14:30:04.045360970,341,4024
