d_t,app,func,end_timestamp,duration,st_tsp,date,counter,wait_delay
2021-02-01 10:38:09.970028017,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,124689.972028017,0.002,124689.97002801701,2021-02-01 10:38:09.970028017,29,31727
2021-02-01 10:38:29.751621889,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,124709.752621889,0.001,124709.751621889,2021-02-01 10:38:29.751621889,30,19782
2021-02-01 10:39:56.926766966,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,124796.928766966,0.002,124796.926766966,2021-02-01 10:39:56.926766966,31,87175
2021-02-01 10:40:15.306748983,734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,124820.334748983,5.028,124815.306748983,2021-02-01 10:40:15.306748983,32,18380
2021-02-01 10:40:30.532112049,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,124830.533112049,0.001,124830.532112049,2021-02-01 10:40:30.532112049,33,15225
2021-02-01 10:40:44.668125080,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,124844.66912508,0.001,124844.66812508,2021-02-01 10:40:44.668125080,34,14136
2021-02-01 10:41:00.228953932,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,124860.230953932,0.002,124860.228953932,2021-02-01 10:41:00.228953932,35,15561
2021-02-01 10:41:11.041700052,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,124871.042700052,0.001,124871.041700052,2021-02-01 10:41:11.041700052,36,10813
2021-02-01 10:43:27.204182957,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125007.206182957,0.002,125007.20418295701,2021-02-01 10:43:27.204182957,37,136162
2021-02-01 10:43:41.626285957,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125021.627285957,0.001,125021.626285957,2021-02-01 10:43:41.626285957,38,14422
2021-02-01 10:43:53.717640017,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125033.719640017,0.002,125033.71764001701,2021-02-01 10:43:53.717640017,39,12091
2021-02-01 10:44:06.195366072,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125046.196366072,0.001,125046.195366072,2021-02-01 10:44:06.195366072,40,12478
2021-02-01 10:44:22.474043058,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125062.475043058,0.001,125062.474043058,2021-02-01 10:44:22.474043058,41,16279
2021-02-01 10:44:47.872958111,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125087.873958111,0.001,125087.872958111,2021-02-01 10:44:47.872958111,42,25399
2021-02-01 10:45:18.688014912,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125118.689014912,0.001,125118.688014912,2021-02-01 10:45:18.688014912,43,30815
2021-02-01 10:45:29.866782116,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125129.867782116,0.001,125129.86678211599,2021-02-01 10:45:29.866782116,44,11179
2021-02-01 10:46:52.434271025,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125212.435271025,0.001,125212.43427102499,2021-02-01 10:46:52.434271025,45,82567
2021-02-01 10:47:04.577329086,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125224.578329086,0.001,125224.577329086,2021-02-01 10:47:04.577329086,46,12143
2021-02-01 10:47:09.043923067,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125229.044923067,0.001,125229.043923067,2021-02-01 10:47:09.043923067,47,4467
2021-02-01 10:47:25.389657902,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125245.390657902,0.001,125245.389657902,2021-02-01 10:47:25.389657902,48,16346
2021-02-01 10:47:35.476442883,5fb02cfeb979fec16df02d1ece227157238477b19fc6e37554e2e2af6018d3ba,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125255.554442883,0.078,125255.47644288301,2021-02-01 10:47:35.476442883,49,10087
2021-02-01 10:47:47.665856050,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125267.66685605,0.001,125267.66585605,2021-02-01 10:47:47.665856050,50,12189
2021-02-01 10:47:58.992113041,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125278.993113041,0.001,125278.992113041,2021-02-01 10:47:58.992113041,51,11326
2021-02-01 10:48:04.890870924,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125284.895870924,0.005,125284.89087092399,2021-02-01 10:48:04.890870924,52,5899
2021-02-01 10:48:13.508052992,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125293.509052992,0.001,125293.508052992,2021-02-01 10:48:13.508052992,53,8617
2021-02-01 10:48:26.100119923,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125306.102119923,0.002,125306.10011992301,2021-02-01 10:48:26.100119923,54,12592
2021-02-01 10:48:33.322019028,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125313.323019028,0.001,125313.322019028,2021-02-01 10:48:33.322019028,55,7222
2021-02-01 10:48:44.072016882,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125324.073016882,0.001,125324.072016882,2021-02-01 10:48:44.072016882,56,10750
2021-02-01 10:48:55.560728001,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125335.561728001,0.001,125335.560728001,2021-02-01 10:48:55.560728001,57,11489
2021-02-01 10:49:57.576507019,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125397.577507019,0.001,125397.576507019,2021-02-01 10:49:57.576507019,58,62016
2021-02-01 10:50:03.443897099,c8c43e1a911f29e5506460a2fbef61ff39723d672f3b3b67d12d4c236c6872f7,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125407.399897099,3.956,125403.443897099,2021-02-01 10:50:03.443897099,59,5867
2021-02-01 10:50:14.452319073,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125414.453319073,0.001,125414.452319073,2021-02-01 10:50:14.452319073,60,11008
2021-02-01 10:50:24.003393967,734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125429.446393967,5.443,125424.003393967,2021-02-01 10:50:24.003393967,61,9551
2021-02-01 10:50:29.513537096,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125429.514537096,0.001,125429.51353709599,2021-02-01 10:50:29.513537096,62,5510
2021-02-01 10:50:42.670345949,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125442.671345949,0.001,125442.670345949,2021-02-01 10:50:42.670345949,63,13157
2021-02-01 10:50:50.945521997,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125450.946521997,0.001,125450.945521997,2021-02-01 10:50:50.945521997,64,8275
2021-02-01 10:51:06.240836071,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125466.241836071,0.001,125466.240836071,2021-02-01 10:51:06.240836071,65,15295
2021-02-01 10:51:17.906604933,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125477.907604933,0.001,125477.906604933,2021-02-01 10:51:17.906604933,66,11666
2021-02-01 10:51:26.963545090,5fb02cfeb979fec16df02d1ece227157238477b19fc6e37554e2e2af6018d3ba,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125487.03254509,0.069,125486.96354509,2021-02-01 10:51:26.963545090,67,9057
2021-02-01 10:51:37.008440899,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125497.009440899,0.001,125497.008440899,2021-02-01 10:51:37.008440899,68,10045
2021-02-01 10:51:57.820438074,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125517.821438074,0.001,125517.82043807399,2021-02-01 10:51:57.820438074,69,20812
2021-02-01 10:52:04.389635967,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125524.390635967,0.001,125524.389635967,2021-02-01 10:52:04.389635967,70,6569
2021-02-01 10:52:20.951893019,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125540.952893019,0.001,125540.951893019,2021-02-01 10:52:20.951893019,71,16562
2021-02-01 10:52:31.077974009,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125551.078974009,0.001,125551.077974009,2021-02-01 10:52:31.077974009,72,10126
2021-02-01 10:53:09.550736116,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125589.551736116,0.001,125589.550736116,2021-02-01 10:53:09.550736116,73,38473
2021-02-01 10:53:20.111042904,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125600.112042904,0.001,125600.111042904,2021-02-01 10:53:20.111042904,74,10560
2021-02-01 10:53:27.839941906,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125607.840941906,0.001,125607.839941906,2021-02-01 10:53:27.839941906,75,7729
2021-02-01 10:54:17.643434109,5fb02cfeb979fec16df02d1ece227157238477b19fc6e37554e2e2af6018d3ba,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125657.754434109,0.111,125657.64343410899,2021-02-01 10:54:17.643434109,76,49803
2021-02-01 10:54:26.702041077,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125666.703041077,0.001,125666.70204107699,2021-02-01 10:54:26.702041077,77,9059
2021-02-01 10:55:00.265364052,85479ef37b5dc75dd5aeca3bab499129b97a134dac5d740d2c68941de9d63031,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125722.589364052,22.324,125700.265364052,2021-02-01 10:55:00.265364052,78,33563
2021-02-01 10:56:06.378914999,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125766.379914999,0.001,125766.37891499899,2021-02-01 10:56:06.378914999,79,66114
2021-02-01 10:56:17.890651056,5fb02cfeb979fec16df02d1ece227157238477b19fc6e37554e2e2af6018d3ba,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125777.968651056,0.078,125777.890651056,2021-02-01 10:56:17.890651056,80,11512
2021-02-01 10:56:33.490986990,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125793.49198699,0.001,125793.49098699,2021-02-01 10:56:33.490986990,81,15600
2021-02-01 10:56:41.540884920,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125801.54488492,0.004,125801.54088492,2021-02-01 10:56:41.540884920,82,8050
2021-02-01 10:57:00.003845081,734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125820.143845081,0.14,125820.003845081,2021-02-01 10:57:00.003845081,83,18463
2021-02-01 10:57:28.185716080,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125848.18671608,0.001,125848.18571608,2021-02-01 10:57:28.185716080,84,28182
2021-02-01 10:57:39.997007059,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125859.998007059,0.001,125859.99700705899,2021-02-01 10:57:39.997007059,85,11811
2021-02-01 10:57:53.606930899,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125873.607930899,0.001,125873.606930899,2021-02-01 10:57:53.606930899,86,13610
2021-02-01 10:58:01.322176085,17c37a0fdd5d1932b755c0e6447137bc08fd524f455e14fdac414f584de08dc5,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125881.337176085,0.015,125881.322176085,2021-02-01 10:58:01.322176085,87,7715
2021-02-01 10:59:09.662081884,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,125949.663081884,0.001,125949.662081884,2021-02-01 10:59:09.662081884,88,68340
2021-02-01 11:00:00.016669001,85479ef37b5dc75dd5aeca3bab499129b97a134dac5d740d2c68941de9d63031,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126137.977669001,137.961,126000.01666900101,2021-02-01 11:00:00.016669001,89,50355
2021-02-01 11:00:11.686229897,734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126308.111229897,296.425,126011.686229897,2021-02-01 11:00:11.686229897,90,11670
2021-02-01 11:00:14.145456055,734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126029.642456055,15.497,126014.14545605499,2021-02-01 11:00:14.145456055,91,2459
2021-02-01 11:00:20.616062092,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126020.617062092,0.001,126020.616062092,2021-02-01 11:00:20.616062092,92,6471
2021-02-01 11:00:23.599768089,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126023.600768089,0.001,126023.599768089,2021-02-01 11:00:23.599768089,93,2984
2021-02-01 11:00:31.284035027,734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126424.497035027,393.213,126031.284035027,2021-02-01 11:00:31.284035027,94,7684
2021-02-01 11:00:36.515419006,734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126382.265419006,345.75,126036.515419006,2021-02-01 11:00:36.515419006,95,5231
2021-02-01 11:02:41.971795010,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126161.97279501,0.001,126161.97179501,2021-02-01 11:02:41.971795010,96,125456
2021-02-01 11:02:50.928611921,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126170.929611921,0.001,126170.928611921,2021-02-01 11:02:50.928611921,97,8957
2021-02-01 11:02:59.677210020,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126179.67821002,0.001,126179.67721002,2021-02-01 11:02:59.677210020,98,8749
2021-02-01 11:03:12.840168114,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126192.845168114,0.005,126192.840168114,2021-02-01 11:03:12.840168114,99,13163
2021-02-01 11:03:19.241548943,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126199.242548943,0.001,126199.241548943,2021-02-01 11:03:19.241548943,100,6401
2021-02-01 11:03:28.750125025,a594f92f84072b4cd031fe5283d1781a6e98f430696dec0a8e3b02eadb5fc0b8,155e47f8e7f751d0c845049456d01832013c61336a8cd85901330ac821a71534,126208.752125025,0.002,126208.750125025,2021-02-01 11:03:28.750125025,101,9509
